s#,date,islamic date,blast day type,holiday type,time,city,latitude,longitude,province,location,location category,location sensitivity,open/closed space,influencing event/event,target type,targeted sect if any,killed min,killed max,injured min,injured max,no. of suicide blasts,explosive weight (max),hospital names,temperature(c),temperature(f)
425,2014-06-04,,Working Day,,09:20:00,Fateh Jang,33.5689,72.6378,Punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,Mobile,Low,Open,Security forces vehicle,Military,None,5.0,5.0,5.0,5.0,,2.0,DHQ Fateh Jang,31.055,87.899
426,2014-06-08,,Holiday,,,Taftan,28.28,62.35,Baluchistan,Hotel in Taftan near the Pakistan-Iran border,Hotel,High,Closed,Shia pilgrims,Civilian,Shiite,23.0,30.0,7.0,16.0,,,CMH Quetta,27.51,81.518
427,2014-06-09,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Jinnah Airport-Airport Road Karachi,,,,,,,,28.0,,24.0,,,,32.695,90.851
428,2014-06-19,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar,Residence,Medium,Closed,Farman Ullah-the leader of anti-militants lashkar,Civilian,None,1.0,2.0,5.0,5.0,,,Lady Reading Hospital,32.965,91.337
429,2014-06-24,,Working Day,,,North waziristan,32.9746,70.1456,FATA,Near a military checkpost in Spinwam village in Shawal valley,Hospital,High,Open,Operation Zarb-e-Azab,Military,None,3.0,3.0,1.0,1.0,,,,28.265,82.877
430,2014-09-24,,Working Day,,,Peshawar,34.0043,71.5448,KPK,,Mobile,Medium,open,the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force,Military,None,4.0,5.0,18.0,29.0,,45.0,Lady Reading Hospital-Combined Military Hospital,29.84,85.712
431,2014-10-04,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Near a girls high school in Hazara Town,Educational,High,Open,Hazara ethnic shitte group,Civilian,Shiite,5.0,5.0,12.0,12.0,,,Bolan Medical Complex Hospital-Combined Military Hospital (CMH),26.59,79.862
432,2014-10-15,,,,,Tirah Valley,33.8679,70.51364,FATA,Pir Mela Area of Tirah Valley in Khyber Agency,,,,,,,,7.0,,5.0,,,,17.21,62.978
433,2014-10-23,,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,,Park/Ground,Medium,open,Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta,Civilian,None,2.0,3.0,15.0,20.0,,,,21.405,70.529
434,2014-11-02,,Holiday,Weekend,,Wagah,31.6047,74.5729,Punjab,Pak-India Border Crossing on Grand Trunk Road,Military,High,open,,Civilian,None,45.0,55.0,70.0,120.0,,15.0,General Hospital Lahore-,22.18,71.924
435,2014-12-16,,,,,Peshawar,34.0043,71.5448,KPK,Army Public School,,,,,,,,148.0,,132.0,,,,9.86,49.748
436,2014-12-28,,,,,Zhob,31.35,69.45,Balochistan,Ismailzai,,,,,,,,2.0,,0.0,,,,8.445,47.201
437,2015-01-30,,,,,Shikarpur,28.0,68.6667,Sindh,Imambargah,,,,,,,60.0,62.0,,39.0,,,,16.225,61.205
438,2015-02-13,,,,,Peshawar,34.0043,71.5448,KPK,Imambargah,,,,,,,,21.0,,60.0,,,,17.235,63.023
439,2015-02-17,,,,,Lahore,31.5451,74.3407,Punjab,Near Police Line,,,,,,,5.0,9.0,,,,,,18.68,65.624
440,2015-02-18,,,,,Rawalpindi,33.6,73.0333,Punjab,Qasre-sina Imambargah-kurri road,,,,,,,,5.0,,6.0,,,,15.25,59.45
441,2015-03-15,,,,,Lahore,31.5451,74.3407,Punjab,Outside Church,,,,,,,,17.0,70.0,72.0,,,,18.63,65.534
442,2015-03-20,,,,,Karachi,24.9918,66.9911,Sindh,Roadside Qalandria Chowk North Nazimabad,,,,,,,2.0,3.0,0.0,0.0,,,,27.0,80.6
443,2015-05-06,,Working Day,,,KURRAM AGENCY,32.9746,70.1456,FATA,outside a high-school football ground in Alizai area of Lower Kurram Agency,,,,,,,2.0,3.0,,3.0,,,Ali Zai Hospital,25.985,78.773
444,2015-05-26,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,Rangers,,1.0,2.0,,,,,,33.05,91.49
445,2015-05-26,,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,,,,5.0,,,,,,33.05,91.49
446,2015-05-29,,Working Day,,,Lahore,31.5451,74.3407,Punjab,Kalma Chowk near  Qaddafi Stadium,,,,,,,1.0,2.0,,6.0,,,,34.08,93.344
447,2015-06-06,,Weekend,,,Sargodha,32.0836,72.6711,Punjab,near Ghausia Market Sargodha,,,,,,,,2.0,,6.0,,,,29.9,85.82
448,2015-06-08,,Working Day,,,North waziristan,32.9746379,70.1455,FATA,near the Afghan border in Pakistan's restive North Waziristan tribal area,,,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,,,7.0,19.0,,,,,,26.82,80.276
449,2015-06-11,,Working Day,,,Peshawar,34.0043,71.5448,KPK,Peshawar’s Hayatabad area,,,,,,,1.0,2.0,4.0,7.0,,,,30.58,87.044
450,2015-06-29,,Working Day,,,Lahore,,,Punjab,A house in Sheikhupura district,,,,,,,1.0,4.0,,,,,,,
451,2015-07-17,,Holiday,,,Quetta,,,Balochistan,Entrance of a Shiite neighborhood in southwestern Pakistan,,,,a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.,,,1.0,1.0,,,,,,,
452,,,Holiday,,,ATTOCK,33.768734,72.362147,Punjab,Political office in Attock’s Shadi Khan area,,,,Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village Attock Sunday along with 16 others.,,,16.0,19.0,23.0,25.0,,,,28.655,83.579
453,,,Working Day,,,MULTAN,30.193636,71.449009,Punjab,house in the town of Pir Mahal,,,,,,,4.0,4.0,,2.0,,,,33.575,92.435
454,,,Working Day,,,Khyber Agency,34.021103,71.287421,KPK,a local government office in Jamrud Bazaar area   Khyber Agency,,,,,,,3.0,6.0,50.0,56.0,,,Hayatabad Medical Complex,28.225,82.805
455,,,Holiday,,,Karachi,24.879503,67.174575,Sindh,Residential Building in Rafah-e-Aam Society in Karachi,Residential Building,Low,closed,A suicide bomber blew himself up during a joint action by police and Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 police officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,Police & Rangers,,1.0,,2.0,,1.0,,,35.0,95.0
456,,,Working Day,,,Taunsa,30.712665,70.658161,Punjab,At PoliticalParty MP's office on College road Taunsa DGK.,,,,Public meeting with MPA was targeted at political party office.,,,7.0,,10.0,20.0,1.0,13.0,,29.11,84.398
457,,,Holiday,Ashura Holiday,,Quetta,30.182971,66.998734,Balochistan,Shiite mosque in southwest Pakistan's Sibi district,Religious,,closed,"Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ",Religious,Shiite,10.0,11.0,12.0,15.0,1.0,,Bhag Hospital,16.25,61.25
458,,,Holiday,Ashura Holiday,,Jacobabad,28.274681,68.712889,Sindh,Attack on Muharram Procession in Jacobabad near Lashari Muhalla,,,,Attack on Muharram procession,Religious,Shiite,22.0,23.0,40.0,,,,Jacobabad Civil Hospital,28.59,83.462
459,,,Working Day,,,Mardan,34.200114,72.050801,KPK,NADRA office Nisatta Road  Mardan,Government,,,,Civilian,,21.0,26.0,50.0,56.0,,8.0,district headquarters hospitaldistrict headquarters hospital,13.53,56.354
460,,,Working Day,,,Quetta,30.165686,67.00178,Balochistan,Polio centre in Satellite town Quetta,,,,Attack on Polio Centre,Civilian & Police,None,15.0,15.0,25.0,36.0,,8.0,"Civil Hospital, CMH ",6.855,44.339
461,,,Working Day,,,Peshawar,33.999533,71.42502,KPK,check post in Karkhano Market- adjacent to Jamrud in Khyber Agency,,,,Attack on Check Post,,None,10.0,12.0,20.0,25.0,1.0,,Hayatabad Medical Complex,11.645,52.961
462,,,Working Day,,,Zhob,31.341261,69.448659,Balochistan,Suicide Bomber Attacks Army Facility,,,,,Army,None,0.0,0.0,5.0,6.0,1.0,,Civil Hospital Zhob,11.125,52.025
463,,,Working Day,,,Quetta,30.199805,67.010157,Balochistan,Attack on vehicle of Frontier Corps  near Liaquat Park Quetta,,,,Attack on vehicle of Frontier Corps,Frontier Corps,None,9.0,11.0,30.0,35.0,1.0,10.0,Civil Hospital Quetta- CMH,9.945,49.901
464,,,Working Day,,,Shabqadar-Charsadda,34.149433,71.742781,KPK,Attack outside of session court in Shab-Qadar Charsadda,,,,,,None,10.0,20.0,27.0,31.0,1.0,,Lady Reading Hospital,16.715,62.087
465,,,Holiday,,,Lahore,31.51293,74.28899,Punjab,Attack in children's play area of Park in Lahore,,,,,,Christian,70.0,72.0,233.0,300.0,1.0,10.0,"Jinnah Hospital,Sheikh Zaid Hospital,Services Hospital,Farooq Hospital,Meo Hospital,Bajwa Hospital",22.565,72.617
466,,8 Rajab 1437 A.H.,Working Day,,,Khyber Agency,34.047839,71.28436,FATA,Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency,Residence,High,closed,,Civilian,None,2.0,2.0,0.0,0.0,1.0,,,25.405,77.729
467,,10 Rajab 1437 A.H.,Working Day,,,Mardan,34.207854,72.049453,KPK,Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District,Government,High,closed,Attack on Mardan Excise and Taxation Department,Government Official,None,1.0,1.0,10.0,18.0,1.0,10.0,,23.105,73.589
468,2016-05-30,22 Shaban 1437 A.H.,Working Day,,,Mardan,34.195682,72.037771,KPK,Mardan City Police Station,Police,High,Open,"Attack on City Police Station, Mardan",Police,None,1.0,1.0,12.0,15.0,1.0,10.0,Mardan district hospital.,30.02,86.036
469,,05 Zeqad 1437 A.H.,Working Day,,,Quetta,30.194225,67.008822,Balochistan,"Civil Hospital, Quetta",Government,High,Closed,The fatalities were mainly advocates,advocates (lawyers),None,70.0,70.0,112.0,120.0,,8.0,,29.585,85.253
470,,29 Zeqad 1437 A.H.,Working Day,,05:50:00,Mardan,34.195776,72.036565,KPK,Mardan District Court,Government,High,closed,"Attack on District Court, Mardan",Civilian,None,13.0,14.0,52.0,60.0,1.0,6.0,,27.805,82.049
471,,10 Zilhaj 1437 A.H.,Holiday,Eid ul Azha Holiday,07:30:00,Shikarpur,28.002718,68.730383,Sindh,Imambargah,Religious,High,Closed,Attack on Shia Imambargah on Eid ul Azha Prayer,religious,Shiite,0.0,0.0,10.0,13.0,,,,31.945,89.501
472,,13 Zilhaj 1437 A.H.,Working Day,,13:30:00,Mohmand Agency,34.400331,71.560424,FATA,"Jamea Masjid, Pai Khan",Religious,High,Closed,Attack on Masjid During Jumma Prayer,religious,,16.0,36.0,22.0,,1.0,,District Headquarters Hospital (DHQ) Bajaur Agency,28.68,83.624
473,,23 MuHarram 1438 A.H.,Working Day,,00:00:00,Quetta,30.14283,66.98195,Balochistan,police training center,Government,High,Closed,"Attack on Police Training Center, Saryab Road, Quetta",Police,,58.0,61.0,100.0,165.0,2.0,10.0,,14.545,58.181
474,,11 safar 1438 A.H.,Weekend,,18:00:00,Khuzdar,25.776775,67.02239,Balochistan,Dargah Shah Noorani Shrine,Religious,High,Closed,Attack on Dargah Shah Noorani in Khuzdar district,Civilian,None,45.0,52.0,100.0,100.0,1.0,,"Hub, Khuzdar, Lasbella and Civil Hospital in Karachi",,
475,,25 safar 1438 A.H.,Weekend,,06:00:00,Mohmand Agency,34.325826,71.398789,FATA,FC Check Post,Military,High,Open,"Attack Camp of Mohmand Rifles in Mohmand Agency Headquarters, Ghalani, Mohmand Agency",Military,None,2.0,2.0,14.0,14.0,4.0,,,17.63,63.734
476,,09 Jamadi-ul-Awal 1438 A.H.,Working Day,,05:00:00,Bannu,32.949814,70.60908,KPK,"Police Station Mandan, Bannu",Police,High,Open,"Attack on Mandan Police Station, Bannu",Police,None,0.0,0.0,2.0,2.0,1.0,20.0,DHQ Hospital Bannu,19.0,
477,,16 Jumada al-awwal 1438 A.H,Working Day,,18:00:00,Lahore,31.555382,74.331873,Punjab,"Mall road, Lahore",Government,High,Open,Attack on pharmaceutical protest,Civilian,None,14.0,18.0,83.0,90.0,1.0,,1. Mayo Hospital 2.  Sir Ganga Ram Hospital,16.255,61.259
478,,19 Jumada al-awwal 1438 A.H,Working Day,,08:00:00,"Ghallanai, Mohmand Agency ",34.5,71.333333,FATA,"main gate of Mohmand Agency headquarters, Ghallanai",Commercial/residence,High,Open,Attack on paramilitary HQ,Army,None,5.0,8.0,0.0,3.0,1.0,,Lady Reading Hospital,11.115,52.007
479,,19 Jumada al-awwal 1438 A.H,Working Day,,15:30:00,Hayatabad,33.986111,71.456944,KPK,Hayatabad Medical Complex,Commercial/residence,Medium,Open,inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex,Civilian Judges,None,1.0,1.0,4.0,18.0,1.0,15.0,Hayatabad Medical Complex,16.63,61.934
480,,19 Jumada al-awwal 1438 A.H,Working Day,,09:00:00,"Mosal Kor, Mohmand Agency",34.553808,71.434141,FATA,Office of political agent,Government,High,,,Government Official,None,1.0,1.0,0.0,0.0,1.0,,,,
481,,20 Jumada al-awwal 1438 A.H,Working Day,,18:00:00,Sehwan town,26.419314,67.859373,Sindh,Lal Shahbaz Qalandar shrine,Religious,High,Closed,Attack on shia community,Shia sect,shiite,70.0,72.0,150.0,200.0,1.0,,1. Sehwan Taluka Hospital 2. Combined Military Hospital Hyderabad,23.71,74.678
482,,25 Jumada al-awwal 1438 A.H,Working Day,,09:00:00,"Tangi, Charsadda District",34.3,71.653889,KPK,Court,Government,High,Closed,Attack on lawyers and judges,Judges & lawyers,None,6.0,7.0,15.0,20.0,2.0,,Lady Reading Hospital,11.18,52.124
483,,08 Rajab 1438 A.H,Working Day,,07:15:00,Lahore,31.463017,74.435675,Punjab,Bedian Road,,Low,Open,Population Census Team,Military,None,6.0,7.0,19.0,22.0,,,"Combined Military Hospital (CMH), General Hospital",29.0,84.2
484,,15 Shaban 1438 A.H,Working Day,,14:30:00,Quetta,29.800833,66.848056,Baluchistan,Town of Mastung,,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Government Official,None,25.0,28.0,35.0,37.0,1.0,,,44.0,111.0
485,,23 Shaban 1438 A.H,Weekend,,,Kohat,33.38752,71.340408,KPK,Kamal khel area near lachi kohat,Police,Low,Open,Terrorist ambushed a police party while it was on its way to arrest criminals,Police,None,1.0,4.0,0.0,0.0,,,,37.0,99.0
486,,27 RamaDHaan 1438 A.H,Working Day,,13:30:00,Quetta,33.88423,70.10878,Balochistan,Parachinar town in the restive tribal bel,Religious,Low,Open,Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.,Shia sect,Shiite,30.0,85.0,100.0,,3.0,75.0,,36.0,97.0
487,,16 SHawwal 1438 A.H,Working Day,,11:43:00,Chaman,30.90983,66.452402,Balochistan,Boghra Road,,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Police,None,1.0,3.0,1.0,11.0,1.0,,,38.0,100.0
488,,22 Shawaal 1438 A.H,Working Day,,,Peshawar,34.015,71.5805,KPK,near the Afghan border,Military,High,open,suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar,Military,None,1.0,2.0,1.0,7.0,1.0,,,37.0,98.0
489,,22 Shawaal 1438 A.H,Working Day,,,Peshawar,34.015,71.5805,KPK,southwestern Chaman province,Military,High,Open,bomb struck in southwestern Chaman province,Military,None,1.0,1.0,1.0,1.0,1.0,,,37.0,98.0
490,,29 Shawaal 1438 A.H,Working Day,,15:55:00,Lahore,31.500875,74.33312,Punjab,near Arfa Karim IT Tower Ferozepur Road,,Medium,Open,,Police,,26.0,27.0,56.0,56.0,1.0,,"Jinnah Hospital, General Hospital, Ittefaq Hospital",32.0,88.0
491,,12 Zeqad 1438 A.H.,Weekend,,17:00:00,Quetta,30.203658,67.004469,Balochistan,Pishin bus stop,,Medium,Open,the attacker had been carrying 25kg of “incendiary explosives” on a motorcycle that he had rammed into the military truck,Military,None,15.0,15.0,40.0,40.0,1.0,25.0,,29.0,
492,,13 MuHarram 1439 A.H,Working Day,,,Quetta,28.571051,67.496895,Balochistan,Fateh Pur Shrine in Jhal Magsi village,Religious,High,Open/Closed,at the entrance of shrine,Civilian,None,21.0,22.0,25.0,,1.0,,"Larkana Hospital, Gandawah District Headquarters Hospital, 1 shifted to Aga Khan Hospital KHI",27.8,81.0
493,,27 MuHarram 1439 A.H,Working Day,,08:00:00,Quetta,,,Balochistan,Sariab Mill area,Highway,Low,Open,explosives-laden vehicle rammed into a security forces convoy on the Quetta-Sibi Highway,Police,None,7.0,7.0,22.0,22.0,1.0,,,26.0,79.0
494,,19 Safar 1439 A.H,Working Day,,07:00:00,Quetta,30.221057,67.002524,Balochistan,Quetta's Chaman Housing Scheme on airport road,Police,Low,Open,AIG Hamid Shakil’s vehicle,Police,None,2.0,2.0,8.0,8.0,1.0,15.0,"Combined Military Hospital (CMH)-(Quetta), Civil Hospital(Quetta)",25.0,77.0
495,,5 Rabi Al-Awwal 1439 A.H,Working Day,,07:00:00,Peshawar,33.970623,71.43862,KPK,"Near Zarghuni Masjid, Phase-2 Hayatabad",Police,Low,Open,a police vehicle of AIG Asharf Noor ,Police,None,1.0,3.0,6.0,8.0,1.0,20.0,Hayatabad Medical Complex(Peshawar),22.0,72.0
496,,6 Rabi Al-Awwal 1439 A.H,Working Day,,07:00:00,Quetta,30.139626,66.981476,Balochistan,"Sariab Road, near Bus terminal",Military,Medium,Open,"transport for a colonel in Pakistan's armed forces, was parked near a bus terminal",Military,None,4.0,4.0,16.0,22.0,1.0,10.0,Civil Hospital(Quetta),29.0,84.0
